mutually,9
makers,1
constitutes,8
appointments,38
obstinate,2
achaean,7
detailed,3
delays,4
counsel,1
talents,13
dominionthe,1
arrived,6
secondly,11
spontaneously,1
retrospective,1
political,123
continue,26
project,21
similitude,3
distinguished,22
sustains,1
suits,1
norman,1
laying,8
exhibit,2
disease,5
importance,55
joined,7
accusing,1
dissolving,1
assurance,5
fond,1
neglected,2
give,92
speech,2
order,67
embitter,1
represent,9
towns,5
fraud,3
purchase,4
locality,1
deviate,1
damps,1
likenesses,1
invidious,3
rests,10
put,27
incoherent,2
advocates,15
hasty,3
extreme,21
opposers,3
governmenta,1
island,22
plan,156
probates,5
unexampled,1
wearied,1
resource,15
perfidious,3
luzerne,1
progressive,6
judgement,1
thirty,11
draught,1
abridgements,1
accelerating,1
realms,1
rigor,3
inexpediency,2
respects,22
observing,2
divine,1
forbear,7
differences,9
chastisement,1
pieces,7
calling,5
determinations,6
indignities,1
spirit,90
proclaimed,2
instability,2
trains,1
unsuccessfully,1
demonstration,4
minute,9
disappointment,1
ears,1
innocence,2
florins,1
diversity,14
centre,5
handed,1
ridicule,1
circulates,3
restrict,1
truths,10
unsophisticated,1
eminent,4
reposes,1
newfangled,1
fifteenth,4
awaken,2
warning,1
genuine,7
increased,21
abstracted,2
placedwhether,1
step,9
uncommon,2
redound,1
sixth,4
royalty,2
jersey,15
inheritance,1
bottoms,1
attribute,1
exercises,2
theorems,1
consenting,3
stress,1
unquestionably,9
circumstances,109
known,39
sparta,12
disguised,1
hanging,1
recall,2
incessant,1
duration,44
come,25
consolidate,1
comfort,2
otherwise,26
refute,1
unjustifiable,4
maladies,1
permitted,10
members,225
briefly,2
wisest,3
ashamed,1
recommend,12
"5,000",1
knowledge,57
union,355
bestows,1
going,3
thenceforth,1
obstacle,8
symptom,2
inapplicable,2
poll,2
declared,24
approving,1
operation,52
describing,1
managed,2
treble,2
disciplining,3
line,7
conceived,5
ensue,4
aiming,1
didactic,1
opulent,5
pressed,2
fabricating,1
supplies,13
nominally,1
observe,13
inconsistent,10
predicated,1
belongs,5
summoner,1
americains,1
analogous,2
circumstantial,1
erection,4
expires,1
gaining,3
reducing,5
barriers,2
regulating,26
partake,8
ministers,19
prejudice,11
delineated,6
remains,15
both,128
maintained,13
furnishes,8
miserable,1
conception,2
shilling,4
relinquished,4
affairs,63
undiminished,3
preserved,13
vainglorious,1
invisible,1
investigated,2
wellconstituted,2
null,1
legal,24
murder,1
twentyfive,4
precipitancy,1
showing,2
distempered,3
enigma,1
sustained,3
rather,49
blessings,7
soften,1
suffrages,13
source,45
latitudinary,1
devoted,2
styled,3
wilful,1
rivalship,7
pivot,1
one,533
doctrines,2
zealous,6
unauthorized,3
binds,2
dealing,2
emolument,5
illustrating,1
appropriations,5
minds,17
articles,74
abandoned,3
unprejudiced,1
vitiated,1
grantors,1
lands,15
sees,1
applause,1
aratus,2
founders,1
arrival,3
attending,5
light,35
perfect,17
haughty,2
marshalled,1
pace,3
georgia,11
unproductive,2
heard,6
preferred,11
primary,10
treats,1
conversations,1
ambassadors,19
transformed,2
deprive,7
opposed,11
tamony,1
palliated,1
sacred,9
scipio,1
adroit,1
ally,3
rationally,2
clerks,2
vol,7
machinations,1
proposes,3
radical,5
"popularity,(4",1
minor,6
distract,3
biennialas,1
doom,1
modes,12
incomprehensible,2
analyzing,1
misjudged,1
artisans,1
fluctuating,5
framers,2
north,11
inspired,1
readmission,1
resent,1
nonattendance,2
debar,1
surmise,2
water,1
utrecht,1
professing,1
parent,6
fortitude,6
carpenter,1
affect,17
causing,1
issuing,1
strained,1
impera(1,1
pursued,16
treasure,1
keenest,1
dissipating,1
accomplices,2
bils,1
latter,160
nominal,7
fabricate,1
sanctity,1
rhetoricians,1
fortyfifth,2
contributed,6
success,33
these:first,1
authorized,17
originating,4
cleomenes,3
excluding,7
aphorisms,1
gradual,14
abroad,8
stating,1
driven,2
lull,1
condemns,1
material,21
unwilling,8
said,60
my,42
exceeds,4
veneration,2
orange,2
contends,1
cherish,2
instituted,11
let,88
preferments,1
save,4
led,23
carrying,12
janizaries,1
prevention,1
prevented,6
proposed,135
rejudging,1
prone,2
permits,2
triple,2
rigid,5
imposing,4
cases,182
refinement,3
her,103
whatsoever,4
treaty,29
acknowledgment,1
waste,3
"territory,(1",1
persuaded,8
communicating,1
plurality,12
seventythree,3
discovers,1
monster,5
terminating,1
commands,5
relieve,1
flattered,1
say,28
deserves,6
cabinets,2
laboring,2
blooming,1
mechanical,1
fix,6
wellborn,3
growing,5
repress,3
demonstrable,1
savoy,1
prohibition,16
remarks,7
russia,1
one;(2,1
fidelity,9
empowering,1
intermixed,3
masked,1
sentiments,21
stipulated,3
unattainable,1
secondary,2
inserting,2
uneasy,1
displace,1
aggressing,2
cultivation,3
screened,1
run,8
concluded,5
purse,3
practical,7
repel,4
sinew,1
freer,1
improvements,9
preferring,2
treasury,18
ever,58
animating,1
immemorial,1
difficulties,23
manly,3
content,12
justification,2
entangled,2
tending,3
unsubstantial,2
watchful,1
displayed,11
compensations,2
undisturbed,2
inspire,12
deprived,3
disappointed,4
breaking,2
persevered,2
special,13
desolation,3
principes,1
changed,5
enjoying,1
rebellion,3
dishonesty,1
handmaid,1
artfully,1
characters,32
malignant,2
celerity,2
emulation,1
marque,4
contravenes,1
wellknown,1
outrage,3
intervening,1
out,93
boundary,8
writer,6
relaxation,1
vehemence,2
rulers,25
diminution,6
supposedthat,1
denominated,4
partly,7
calamities,14
ignominious,1
conceptions,2
innovation,3
attempted,15
inventions,2
systems,14
earnestness,1
humor,1
thirds,23
suspense,2
obliges,5
forbearance,3
districts,19
shared,1
cavil,1
protecting,1
share,36
strictness,4
frustrate,5
sentiment,8
arraign,1
boards,1
corporation,1
familiarity,1
maintaining,7
facilitate,9
discovered,9
discontinue,1
charges,4
anguish,1
patient,5
bold,6
ascertain,12
inquisitors,1
rational,14
grounded,3
present,96
peloponnesian,3
embarrassments,8
ingrafted,1
impression,5
exhausted,6
poverty,3
division,13
invigoration,1
fiftynine,1
family,9
deficient,5
level,6
ensues,1
fostering,2
collisions,1
spectators,1
pay,16
trials,3
innumerable,3
resting,3
matters,23
indued,1
eventually,3
superintending,7
desire,17
embellishment,1
admiral,3
maintains,1
unrestrained,4
surreptitious,1
moreindustrious,1
adjust,2
collecting,7
closer,2
payer,1
wildest,2
coloring,1
orbs,2
contained,15
departure,7
marked,10
wreaked,1
kind,83
denotes,3
exceptions,25
decorated,1
slavery,2
informs,5
speculators,1
reflected,3
existing,49
assembly,47
anterior,2
furnished,5
expressing,1
faults,5
moulder,1
neglect,4
incentives,2
excludes,8
revise,1
disinterested,2
controverted,1
excellence,3
until,21
composition,9
consisted,4
conflict,3
belief,2
president,119
money,47
deputies,10
proportions,4
depend,50
designing,3
destitute,13
discretion,46
unsupported,2
screen,2
determined,14
disappointments,1
prostitution,2
came,4
fatal,21
feeble,15
resentment,10
practicability,1
hint,2
watching,3
whom,58
home,9
uniting,5
illusory,1
temperature,1
quality,8
battles,1
expositors,1
deficiencies,7
turned,11
xv,1
inversion,2
acquired,15
director,2
best,69
dispensing,2
spots,1
reaching,2
pitted,1
sincerely,2
fifty,5
authorizes,7
attended,25
geometricians,1
syllable,2
astonishing,1
obtains,1
specimen,1
untouched,1
encomiums,1
bestowed,2
nomination,22
implied,7
unheard,1
costs,1
confirmed,4
tolerated,2
ardent,6
armor,1
western,12
agitations,1
merit,31
vicepresidents,2
prayers,1
retreat,1
reveries,2
juris,1
conducts,1
publications,6
countenanced,1
diets,2
rhode,16
assaults,1
dissimilitude,2
militia,62
compatible,4
position,27
fatuus,1
animal,2
excluded,7
subsisting,4
civil,68
smallness,5
signing,1
swayed,1
devised,11
stipulations,5
penned,1
framing,3
dignity,17
contrivance,2
hours,2
selection,3
laws.(1,1
arrive,4
fabrics,2
statutes,3
paywhat,1
never,98
resign,1
strangle,1
polity,3
discerning,8
usurpations,18
calculating,4
impaired,1
richer,1
earliest,2
ending,1
transforming,1
apart,3
broken,4
lessen,4
yes,1
commend,1
motive,17
promoted,9
pride,15
objection,96
disfigure,2
africa,1
distractions,1
strong,40
vortex,2
exemplified,9
trades,1
memory,4
monopolized,1
votaries,4
tide,2
adventitious,2
jurisdictions,6
contains,8
agent,2
unorganized,1
knows,7
annihilated,1
question,92
straight,1
bills,18
flow,12
germanic,4
ad,1
terrific,1
specimens,6
angles,2
administration,79
eternal,1
breaks,2
attest,1
markets,16
returning,1
bickerings,1
imposed,19
mechanics,1
ibid,3
umpires,1
shores,1
free,60
applies,5
representatives,196
counterbalance,5
avoids,2
possessions,4
repetitions,2
elementary,1
coins,1
second,62
approves,1
disseminate,1
eccentric,1
estimating,1
delinquent,5
prohibitory,4
spectacles,1
impressing,1
stead,2
irregular,12
reject,5
ripened,1
convincing,2
mere,40
witnessed,1
fair,20
overstocked,1
defense,60
rejoice,1
despotism,14
majority,89
wellconnected,1
variations,5
disposition,42
years,77
soon,24
epic,2
recess,9
assimilation,2
imaginable,1
model,13
rid,4
audience,1
degeneracy,1
cause,41
editions,5
jealousy,43
practices,4
else,9
orbit,1
confiding,4
diminished,13
legislature.(1,1
communication,12
reforms,3
completing,1
imperfect,4
resolve,6
poet,2
disunited,9
regard,64
judgments,3
familiarly,1
disposer,1
steady,7
quotation,1
plead,5
secretly,4
preposterously,1
monitory,2
polybius,1
represented,16
politics,15
ridiculous,2
distinct,62
ambition,43
creating,2
dangers,30
granting,7
unlawful,4
intricacy,1
unwary,1
assertion,7
distributions,1
dispenser,1
hatred,2
pause,3
signals,2
excepted,8
tariff,1
distribution,14
granted,21
payments,1
replenished,2
immediately,46
disadvantage,4
throughout,26
bailages,1
stigma,1
disgraceful,3
inquiries,17
untractableness,1
vigilant,4
vanish,3
defects,21
pretense,13
forfeited,2
speaks,5
potentates,2
prostituted,1
justice,61
permanently,1
disdains,2
impeach,2
intellectual,1
teem,1
consistent,12
seeds,1
royal,7
shameful,1
tedious,5
strict,4
height,1
convey,6
thus,45
exerting,3
ingredient,6
adopted,20
interpose,6
drowned,1
pleased,1
happens,14
declaring,8
sooner,5
consciousness,5
inconveniences,23
fervent,1
alleged,11
empower,2
mistaken,10
integrity,17
illhumors,3
defending,2
reformers,1
sent,3
holding,11
enlargements,1
opportunely,1
confederation,82
establishing,16
links,3
daring,3
opposite,27
mention,6
amending,1
senator,6
centuriata,1
appellation,1
suggests,4
earnestly,1
keener,1
memories,1
understands,1
affirmation,1
nourishes,2
enemies,22
concede,2
strides,1
declension,1
expiration,1
solution,2
send,6
february,1
assistants,2
situations,12
solon,4
saw,2
sullen,1
statue,1
era,1
capacity,31
supineness,1
counterbalancing,1
code,5
pliancy,4
demon,1
disapprove,3
produced,28
placing,7
usual,17
shades,1
commensurate,8
supercilious,1
vest,5
does,67
elective,15
criticisms,1
infringe,1
cede,1
innocent,6
draw,5
models,6
deter,3
enabled,2
maxims,15
councils,57
artifices,4
contrast,3
writings,3
inefficacy,2
censorial,2
figured,1
tempt,2
violation,14
only,299
relieved,1
breaches,7
liberal,3
minerva,1
grades,2
judicatory,3
seditious,1
surest,1
unfolded,4
mississippi,6
discourage,3
overcurious,1
urge,7
rough,1
regarding,1
examine,14
intercepted,1
suffrage,12
designate,4
operating,2
diffusive,6
conjecture,8
pursue,13
composed,38
guardianship,2
emerge,2
supposition,50
debt,9
agreeable,5
abolition,8
improper,55
attaining,3
informed,4
realized,4
competition,2
satisfy,14
injunction,3
politically,1
move,4
limited,35
unpropitious,2
relinquishment,1
applying,4
quoted,6
pretended,15
withhold,2
mentioned,26
invulnerable,1
conscious,3
considerations,67
greeks,4
appropriation,2
dishonest,1
call,18
their,1091
supersede,1
habituated,1
revisions,2
asleep,1
inserted,8
founder,1
rooms,1
arithmetical,1
advances,2
election,52
palliate,2
disbursement,1
check,15
slaughter,2
accuracy,7
"enemies,(3",1
grievance,4
heirs,2
how,86
relies,2
precipice,1
why,23
valor,2
constant,14
discoloring,1
fifteen,2
slow,1
disposed,27
votes,30
tempting,1
incoherence,1
perseverance,1
fifth,11
taxing,1
print,2
ought,274
cast,4
institute,4
directed,16
journals,2
favoring,1
dragged,3
larger,26
construction,29
state,774
tribuneship,1
pitch,2
shares,2
framed,15
allowed,15
victorious,3
too,164
decemvirs,1
deliberation,10
ambitious,19
destroys,1
acquiring,3
alterations,16
instances,63
investigation,10
component,5
bad,14
implying,1
alienate,2
composure,1
julius,1
infantry,1
afterwards,13
exofficio,2
disband,1
perpetuating,1
delinquencies,6
march,2
treasuries,1
proprietor,2
banners,1
assures,2
impropriety,7
reservations,3
ejaculation,1
tacit,3
assumption,3
endeavors,2
remediless,1
milder,2
again,20
these,448
actual,26
censures,2
value,35
depository,3
scale,23
hinder,1
contradictory,6
prosecutor,1
invalidate,1
suddenly,2
frauds,1
unaffected,1
putting,4
chamber,4
apprehend,11
ceases,1
inestimable,1
senators,33
wish,16
maintain,23
secret,8
monarchial,1
skill,5
ii,11
midst,3
blamable,1
intercourse,23
prop,1
constancy,1
conquered,3
thirtyfirst,1
informal,1
disable,1
surmounted,5
mazes,1
discharging,1
imprudent,3
hates,1
habeas,4
majesty's,1
adhere,3
amplified,1
violating,4
appropriated,9
inlet,1
necessitated,3
assenting,3
article,75
de,6
inattentive,1
sighing,1
breach,8
begun,8
causes,108
derogate,1
recapitulated,1
objects,133
fellowcitizen,1
remotely,1
confronted,2
feudatories,2
philip,5
provident,2
impunity,7
disturbing,1
discernment,10
indictment,1
every,340
attendant,2
commission,12
macedonian,3
alternately,2
insulted,1
split,6
rely,6
domination,3
really,11
twentieths,1
enmity,5
pretension,3
rival,6
private,44
splendid,1
acquaintances,1
tempers,3
derive,15
church,3
section,16
majoritythat,1
pleases,2
precluded,1
consecrated,1
circumstance,41
successive,6
fame,3
sentences,4
impotence,2
citizen,25
affirm,7
dilemma,6
days,1
safest,3
mode(4,1
encouraging,1
codes,8
extremes,7
added,19
circulated,2
impressed,7
fellow,2
delegated,20
seduced,5
seamenif,1
barbarians,1
secrecy,8
commodious,1
adulator,1
maturity,1
refused,5
encouraged,2
philadelphia,3
association,13
concentration,3
coasts,1
quest,1
conceits,1
germany,11
individual,55
juster,1
reduction,2
examination,26
tone,2
extirpated,1
tearing,1
treated,2
modelled,1
producing,1
keeps,2
ten,13
famous,1
goodwill,5
look,11
wrong,6
weighed,1
air,4
exultation,1
contrary,68
compile,1
successively,4
conceding,1
offering,1
empires,1
confederates,3
usefully,4
partial,34
weakened,2
intrenchments,1
highly,7
almighty,2
advertiser,1
november,1
laborious,5
labyrinths,2
aims,5
virtues,2
inhabitant,1
"happiness,(2",1
prostrate,1
indulged,4
enlarged,7
differs,1
principally,7
meriting,1
disorders,8
queen,1
dependence,23
inconsistency,1
presents,8
waves,1
prescribing,3
cardinal,2
suitable,1
assertions,1
romans,4
misapplication,1
our,301
perished,1
derision,1
eagerly,2
crush,3
plea,1
inflame,4
wasted,1
swarmed,1
sample,5
blemish,2
refine,1
confirms,2
dissect,1
outlive,1
varies,2
attainder,6
convulsions,7
preexisted,1
petulantly,1
corruptly,1
simple,30
residing,1
dockyards,4
advance,10
considered,74
menaced,1
endangering,1
periodically,3
forth,6
lesson,5
loaded,2
says,18
misdemeanors,1
incapable,6
expanded,1
desideratum,3
primitive,10
inland,4
throne,5
compromising,1
humanity,5
insignificancy,1
welfare,21
renewal,1
consequence,39
native,1
accept,3
italy,3
collision,1
flaming,1
10,1
provinces,20
consult,9
reasonably,16
protest,1
unpromising,1
became,9
fourth,19
1784,2
fourthly,2
coincides,3
sanction,22
redundancy,2
exemplary,1
precede,2
precedes,1
whilst,24
dilate,1
unalterable,2
similar,44
channels,8
misbehavior,2
extort,1
freest,1
fear,16
dominions,7
otherthat,1
sister,1
consequently,28
stands,9
plutarch's,1
prisoner,1
fuller,2
measuring,1
lawgivers,2
brutus,1
spectacle,3
allurements,2
heresy,2
fish,1
discarded,2
obedience,6
author,12
wrought,4
shield,2
always,83
slave,4
conform,3
tribes,3
medium,11
equalized,1
chastised,1
ushering,1
sixtieths,1
treasons,1
seen,50
loudness,1
e1,5
banish,1
abstraction,1
receiving,5
am,34
virtuous,5
originated,2
require,68
colonels,1
defined,9
owe,9
barefaced,2
judiciary,91
coequal,8
legislate,3
noncompliance,2
repugnant,3
unconstitutional,4
theseus,1
press,13
particularly,34
unexceptionable,4
disquiet,1
constitutents,2
ungovernable,2
copy,4
idea,39
tempted,9
commentaries,2
departed,5
preferable,7
interim,1
deformities,2
adoption,16
chesterfield,1
stand,28
cupidity,1
imaginary,4
geographically,1
posse,3
place,135
fast,1
moment,43
affinity,5
contending,8
formal,6
morals,3
understood,26
inflict,3
revived,1
corruptions,1
impotent,2
unprecedented,3
effecting,1
supported,18
preeminent,2
masters,5
coercion,9
unnecessary,19
objections,46
gainer,1
torn,1
settling,1
sincerity,2
discoveries,3
consumptions,1
incident,15
cloud,2
privilege,15
surmises,1
sat,1
bypaths,1
definitions,1
vindicated,1
perpetual,14
industrious,4
detestable,1
extinguishing,1
perhaps,76
suffered,12
lolme,1
america,111
embody,1
unequivocal,6
define,10
presuming,1
uncontradicted,1
1648,1
correcting,5
chapter,3
2d,4
necessity,114
delegates,5
imaginations,2
dollars,1
reduce,8
clemency,3
thereby,3
dissolution,17
necessarily,32
to,6951
seats,2
conciliate,4
spent,1
offender,4
brook,1
republics,29
paid,14
eyes,10
strictly,9
remark,37
transfer,3
prize,7
two,210
social,3
imperio,1
establishes,6
peoplea,1
negotiations,10
poorest,1
absorbed,2
detested,2
desert,5
communities,6
errors,22
denote,1
governed,19
superseded,1
hazards,1
reins,1
cruel,1
holds,5
distinguishes,1
getting,2
narrow,9
sum,7
education,1
objector,2
inspection,9
expense,40
series,8
recommends,4
dismemberment,5
structure,20
committees,1
ostracism,1
victim,9
mercantile,7
residuary,5
important,95
skillful,1
preconceived,2
tendencya,1
subjected,9
inclined,17
instant,4
weak,11
vestiges,1
exaggerated,4
weakest,1
propositions,6
purest,1
mensuration,1
naturalists,1
municipal,9
closeted,1
industriously,3
resume,1
diet,15
signification,7
ostensible,1
anything,6
seven,21
distributes,1
amounting,2
sedition,6
epoch,2
d'allemagne,1
triumphs,2
accurate,16
permanent,25
guard,32
protected,3
hand,49
fund,8
annals,4
flimsy,1
penurious,1
occasions,39
egypt,1
callicrates,1
attained,9
dissimilarity,4
constitution.(2,1
consist,27
exports,15
darling,1
offers,2
speculating,1
deliberations,17
organized,3
dispassionate,4
futurity,3
misplaced,2
jarrings,1
agreements,2
disarmed,2
reviewing,1
assemblies,17
ready,34
inconveniency,5
timid,1
victims,1
fourths,1
publius,83
europeans,1
annoyance,1
constitutionally,8
preferences,1
espoused,1
recur,6
contingent,3
intemperance,2
abolishing,1
unenumerated,1
region,6
emanation,1
participating,2
steering,2
champlain,1
specifications,1
odious,10
growth,2
continuing,7
perdition,1
eligible,12
spirits,2
misconstruction,1
defaulters,2
meritorious,1
alienation,4
productions,6
anotherthe,1
old,19
glaring,1
punished,3
described,9
intermissions,5
dread,6
confederacies,49
integral,2
adjusted,5
abatements,1
managing,2
cut,1
escaping,1
readjust,1
availed,1
cease,5
meeting,4
heighten,2
practicable,18
religion,7
men,233
branches,48
exalted,4
seduce,4
vindictive,2
punctual,3
matched,1
vicinity,4
train,12
refractory,4
lists,4
luminous,2
ingratitude,1
explanations,2
preface,1
break,4
depicted,1
alexander,2
frontiers,2
enthusiastic,2
blot,1
expounded,2
forbearing,2
ineffectual,3
delineating,2
duke,2
enters,1
mediator,1
threefourths,1
legions,2
tumultuous,1
concert,16
nursery,2
disfigured,1
indicated,2
renewals,1
preparatory,4
undoubted,2
reapportionments,2
bulwarks,1
halfyearly,2
retaliation,2
legerdemain,2
pledges,1
chastise,1
intolerant,1
faintly,1
awaits,1
usage,1
employed,35
ordain,4
dismember,1
defray,2
pervade,2
assemblage,3
enforced,6
figure,4
computes,1
confederations,1
endured,1
center,1
increases,1
contingencies,6
usually,17
easily,21
turbulent,5
view,102
unredressed,2
intrinsic,7
detached,5
peculiar,38
scene,7
undone,1
loud,4
warrant,6
atone,2
incorporation,4
absolute,39
examiner,1
abrogating,1
shows,6
toils,2
acquaintance,10
down,19
letter,4
character,69
data,1
forcible,1
absorb,3
depreciate,2
apollo,1
silent,7
resuming,1
fewer,17
wear,1
acute,1
trace,6
socrates,1
irregulars,1
tributes,1
places,33
khan,1
jury,74
asserted,7
delusive,2
multiplies,1
soldiers,1
officer,7
recent,6
unduly,1
find,53
aggressor,1
sceptre,3
dilatoriness,1
technical,6
miniature,1
former,136
entire,40
reflecting,2
beginning,2
compendious,1
representation,51
blind,6
chosen,29
frivolous,1
maximilian,1
degraded,6
tenures,1
aspasia,1
unmixed,2
dangerous,56
settle,5
avoidable,1
northwestern,1
discountenance,2
gratifying,1
litigation,2
climates,1
enclose,1
argumentative,1
regulates,1
enact,5
stipend,1
endowed,2
patron,3
insidious,2
delicacy,1
premiums,1
uncommercial,1
agitated,5
earl,1
remembered,3
done,45
neighbor,3
careful,5
expose,9
originally,3
quarters,1
result,55
conjunctures,4
uninteresting,1
conferences,1
grew,1
suabian,1
curing,1
choosethey,1
assigning,1
authoritative,2
delinquency,2
europeour,1
mislead,6
generality,1
inculcate,3
discreetly,1
procrastinations,1
electorates,1
another,152
containing,2
possessed,24
or,1221
district,21
tribute,2
counsellors,3
equitable,12
contemporary,2
illtimed,1
destiny,3
perceive,22
avenues,2
bitterness,1
patriot,2
trivial,2
dictated,8
ferment,1
unjust,12
seed,1
usurped,4
fails,4
imbecility,6
pleading,1
singular,5
empowers,4
mission,1
eminence,1
unfitness,2
intermix,1
pretending,2
government.(4,1
commotion,1
effectual,26
seem,48
cautious,3
length,15
commended,2
undertaken,2
a,3917
shortest,1
miseries,1
overrun,1
instructive,4
misconception,1
stopping,1
miscarry,1
bravest,1
beneficent,1
mortifying,2
adopting,4
infamy,2
papers,28
cloudy,1
grecian,3
vouch,1
barely,6
ensued,3
sense,86
subdued,3
cultivate,4
1783,3
inequalities,4
threatens,1
intemperate,4
fallible,5
v,4
abused,5
bring,14
chimeras,1
impatiently,1
adjustment,2
band,1
consent,47
decision,31
territories,12
term,33
alterable,2
occasional,17
modern,14
remoulding,1
prolongation,1
admissible,6
passage,6
penetration,1
patricians,1
link,2
coexisted,1
revenge,4
governs,1
worst,1
pronounced,8
pretty,6
would,1267
demerits,1
organizing,1
convulse,2
endangered,3
interested,32
comitatus,3
signally,1
renovated,1
bayonet,1
considerate,6
1706,1
disregarding,2
development,1
universities,1
conversely,2
prepared,7
repartition,1
rule,67
corroborates,1
objected,7
endless,2
distinguish,10
connive,1
facilitated,2
democracies,4
misrepresentation,4
sec,2
balanced,1
proceeded,18
gladly,1
elapsed,1
aulic,2
declares,15
concentrating,2
opulence,1
willing,17
rome,17
extension,11
experiences,1
deliver,1
favoritism,4
fertile,4
decreeing,1
swell,4
predominate,1
seldom,16
decides,2
possessing,11
standards,1
can,455
lean,1
active,20
agree,13
citadel,1
apprise,3
intrepid,1
manifests,1
win,1
bulwark,5
acknowledging,1
poor,3
locrians,1
appointment,82
revival,1
subterfuge,2
case,171
vented,1
safety,56
bankruptcy,2
temporary,26
exchange,4
des,1
senatorial,5
philosophy,1
deficiency,3
insults,2
superstition,3
compound,6
own,179
refusing,2
sweeping,1
mistake,8
without,204
taxed,3
awake,3
thursday,1
ways,9
adjourning,1
land,40
protracting,1
sect,2
habitual,4
sparkling,1
he(1,1
threatening,1
territorial,2
misfortune,6
obliging,1
poignancy,1
undergoes,1
endure,1
reign,7
capital,6
devise,5
stages,3
unlike,1
contravening,2
performance,6
ordinance,2
conditions,6
public,280
populousness,3
reposing,2
fallen,8
problematical,3
suffer,11
eventual,4
accommodation,3
overrated,1
occur,10
commanded,5
wellregulated,4
lasting,4
england,19
projectors,3
reinforcement,1
kindthose,1
stratagems,1
duly,6
trammels,1
atom,1
wyoming,1
perpetrated,1
gets,1
claiming,4
unsafe,9
suggest,6
because,91
strengthens,1
cavalry,1
primarily,1
suspend,1
construing,2
law,137
opened,3
comprise,4
concourse,1
comprehensively,1
admiralgeneral,1
supposed,47
already,55
defect,21
responsibility,28
aggressions,2
subjoined,1
display,7
fellowcitizens,17
contrived,9
fostered,2
pious,1
seasons,5
verify,2
redeemed,1
criticised,2
provoke,3
despoilers,1
steadily,3
oppression,17
speculations,3
triumphant,1
directory,1
unwillingness,1
pursuit,6
fermentations,1
infirmities,4
british,36
completed,3
tame,2
barbarous,1
fountain,5
resolved,5
five,16
thrown,10
culpable,5
principalities,1
expecting,1
philosophical,1
electors,26
wanted,2
victory,3
nice,2
inquirers,1
troublesome,2
deducible,3
noted,1
levied,4
touched,2
recognize,4
badly,1
enjoy,12
following,17
acceptance,1
presupposition,1
upwards,2
get,6
envelop,1
outweigh,1
apt,35
adverted,4
disproportioned,1
attend,20
equanimity,1
octennial,1
mark,9
dream,1
july,1
nugatory,6
facilities,2
monarchy,14
employments,1
violent,29
sale,2
incline,5
conceit,1
clamour,1
magistrates,14
twenty,11
unawed,1
wellordered,1
dreaded,8
entrances,1
duties,60
invading,2
paramount,5
hence,32
"crown,(5",1
infatuation,3
customary,1
palpable,10
voyage,1
clear,22
objectionable,3
statecould,1
engraved,1
falls,5
explain,7
chimerical,8
proving,1
distributed,3
city,15
vital,2
tallies,1
harmonize,2
quadruple,1
endearing,1
travel,5
last,97
riveting,1
mirror,1
warthese,1
